Servo1,Servo2,Servo3,Servo4,Step
90,129.4,180,29.4,883
90,129.1,180,29.1,884
90,128.9,180,28.9,885
90,128.7,180,28.6,886
90,128.5,180,28.3,887
90,128.3,180,28,888
90,128.1,180,27.7,889
90,127.9,180,27.5,890
90,127.7,180,27.2,891
90,127.5,180,26.9,892
90,127.3,180,26.6,893
90,127.1,180,26.4,894
90,126.9,180,26.1,895
90,126.7,180,25.8,896
90,126.5,180,25.5,897
90,126.3,180,25.3,898
90,126.1,180,25,899
90,125.9,180,24.7,900
90,125.7,180,24.4,901
90,125.5,180,24.2,902
90,125.3,180,23.9,903
90,125.1,180,23.6,904
90,125,180,23.3,905
90,124.8,180,23,906
90,124.6,180,22.8,907
90,124.4,180,22.5,908
90,124.2,180,22.2,909
90,124,180,21.9,910
90,123.8,180,21.7,911
90,123.7,180,21.4,912
90,123.5,180,21.1,913
90,123.3,180,20.8,914
90,123.1,180,20.6,915
90,123,180,20.3,916
90,122.8,180,20,917
90,122.6,180,19.7,918
90,122.4,180,19.4,919
90,122.3,180,19.2,920
90,122.1,180,18.9,921
90,121.9,180,18.6,922
90,121.8,180,18.3,923
90,121.6,180,18,924
90,121.4,180,17.8,925
90,121.3,180,17.5,926
90,121.1,180,17.2,927
90,121,180,16.9,928
90,120.8,180,16.6,929
90,120.7,180,16.3,930
90,120.5,180,16.1,931
90,120.3,180,15.8,932
90,120.2,180,15.5,933
90,120,180,15.2,934
90,119.9,180,14.9,935
90,119.7,180,14.6,936
90,119.6,180,14.3,937
90,119.5,180,14,938
90,119.3,180,13.7,939
